Dim_isEndgame,Dim_Realms,Dim_GrandCompany,Dim_Species,V_PlayerCount
False,Spriggan,Order of the Twin Adder,Roegadyn,52678
False,Spriggan,Order of the Twin Adder,Viera,46800
False,Spriggan,none,Au Ra,811249
False,Spriggan,none,Elezen,489031
False,Spriggan,none,Hrothgar,74513
False,Spriggan,none,Hyur,1851764
False,Spriggan,none,Lalafell,923520
False,Spriggan,none,Miqo'te,1538380
False,Spriggan,none,Roegadyn,323445
False,Spriggan,none,Viera,287352
False,Twintania,Immortal Flames,Au Ra,124408
False,Twintania,Immortal Flames,Elezen,74995
False,Twintania,Immortal Flames,Hrothgar,11427
False,Twintania,Immortal Flames,Hyur,283974
False,Twintania,Immortal Flames,Lalafell,141625
False,Twintania,Immortal Flames,Miqo'te,235916
False,Twintania,Immortal Flames,Roegadyn,49601
False,Twintania,Immortal Flames,Viera,44066
False,Twintania,Maelstrom,Au Ra,127719
False,Twintania,Maelstrom,Elezen,76991
False,Twintania,Maelstrom,Hrothgar,11731
False,Twintania,Maelstrom,Hyur,291532
False,Twintania,Maelstrom,Lalafell,145394
False,Twintania,Maelstrom,Miqo'te,242195
False,Twintania,Maelstrom,Roegadyn,50921
False,Twintania,Maelstrom,Viera,45239
False,Twintania,Order of the Twin Adder,Au Ra,150688
False,Twintania,Order of the Twin Adder,Elezen,90837
False,Twintania,Order of the Twin Adder,Hrothgar,13841
False,Twintania,Order of the Twin Adder,Hyur,343962
False,Twintania,Order of the Twin Adder,Lalafell,171542
False,Twintania,Order of the Twin Adder,Miqo'te,285752
False,Twintania,Order of the Twin Adder,Roegadyn,60079
False,Twintania,Order of the Twin Adder,Viera,53375
False,Twintania,none,Au Ra,925234
False,Twintania,none,Elezen,557743
False,Twintania,none,Hrothgar,84983
False,Twintania,none,Hyur,2111947
False,Twintania,none,Lalafell,1053280
False,Twintania,none,Miqo'te,1754531
False,Twintania,none,Roegadyn,368891
False,Twintania,none,Viera,327726
False,Zodiark,Immortal Flames,Au Ra,198628
False,Zodiark,Immortal Flames,Elezen,119736
False,Zodiark,Immortal Flames,Hrothgar,18244
False,Zodiark,Immortal Flames,Hyur,453390
False,Zodiark,Immortal Flames,Lalafell,226117
False,Zodiark,Immortal Flames,Miqo'te,376661
False,Zodiark,Immortal Flames,Roegadyn,79193
False,Zodiark,Immortal Flames,Viera,70356
False,Zodiark,Maelstrom,Au Ra,203915
False,Zodiark,Maelstrom,Elezen,122922
False,Zodiark,Maelstrom,Hrothgar,18730
False,Zodiark,Maelstrom,Hyur,465458
False,Zodiark,Maelstrom,Lalafell,232135
False,Zodiark,Maelstrom,Miqo'te,386686
False,Zodiark,Maelstrom,Roegadyn,81301
False,Zodiark,Maelstrom,Viera,72228
False,Zodiark,Order of the Twin Adder,Au Ra,240588
False,Zodiark,Order of the Twin Adder,Elezen,145029
False,Zodiark,Order of the Twin Adder,Hrothgar,22098
False,Zodiark,Order of the Twin Adder,Hyur,549167
False,Zodiark,Order of the Twin Adder,Lalafell,273883
False,Zodiark,Order of the Twin Adder,Miqo'te,456229
False,Zodiark,Order of the Twin Adder,Roegadyn,95922
False,Zodiark,Order of the Twin Adder,Viera,85218
False,Zodiark,none,Au Ra,1477220
False,Zodiark,none,Elezen,890487
False,Zodiark,none,Hrothgar,135682
False,Zodiark,none,Hyur,3371915
False,Zodiark,none,Lalafell,1681657
False,Zodiark,none,Miqo'te,2801268
False,Zodiark,none,Roegadyn,588967
False,Zodiark,none,Viera,523245
False,Aegis,Immortal Flames,Au Ra,45243
False,Aegis,Immortal Flames,Elezen,27273
False,Aegis,Immortal Flames,Hrothgar,4156
False,Aegis,Immortal Flames,Hyur,103272
False,Aegis,Immortal Flames,Lalafell,51504
False,Aegis,Immortal Flames,Miqo'te,85794
False,Aegis,Immortal Flames,Roegadyn,18038
False,Aegis,Immortal Flames,Viera,16025
False,Aegis,Maelstrom,Au Ra,46447
False,Aegis,Maelstrom,Elezen,27999
False,Aegis,Maelstrom,Hrothgar,4266
False,Aegis,Maelstrom,Hyur,106020
False,Aegis,Maelstrom,Lalafell,52875
False,Aegis,Maelstrom,Miqo'te,88078
False,Aegis,Maelstrom,Roegadyn,18518
False,Aegis,Maelstrom,Viera,16452
False,Aegis,Order of the Twin Adder,Au Ra,54800
False,Aegis,Order of the Twin Adder,Elezen,33034
False,Aegis,Order of the Twin Adder,Hrothgar,5033
False,Aegis,Order of the Twin Adder,Hyur,125087
False,Aegis,Order of the Twin Adder,Lalafell,62384
False,Aegis,Order of the Twin Adder,Miqo'te,103918
False,Aegis,Order of the Twin Adder,Roegadyn,21849
False,Aegis,Order of the Twin Adder,Viera,19411
False,Aegis,none,Au Ra,336476
False,Aegis,none,Elezen,202832
False,Aegis,none,Hrothgar,30905
False,Aegis,none,Hyur,768043
False,Aegis,none,Lalafell,383042
False,Aegis,none,Miqo'te,638063
False,Aegis,none,Roegadyn,134153
False,Aegis,none,Viera,119183
False,Alexander,Immortal Flames,Au Ra,37766
False,Alexander,Immortal Flames,Elezen,22766
False,Alexander,Immortal Flames,Hrothgar,3469
False,Alexander,Immortal Flames,Hyur,86205
False,Alexander,Immortal Flames,Lalafell,42993
False,Alexander,Immortal Flames,Miqo'te,71616
False,Alexander,Immortal Flames,Roegadyn,15057
False,Alexander,Immortal Flames,Viera,13377
False,Alexander,Maelstrom,Au Ra,38771
False,Alexander,Maelstrom,Elezen,23372
False,Alexander,Maelstrom,Hrothgar,3561
False,Alexander,Maelstrom,Hyur,88500
False,Alexander,Maelstrom,Lalafell,44137
False,Alexander,Maelstrom,Miqo'te,73523
False,Alexander,Maelstrom,Roegadyn,15458
False,Alexander,Maelstrom,Viera,13733
False,Alexander,Order of the Twin Adder,Au Ra,45744
False,Alexander,Order of the Twin Adder,Elezen,27575
False,Alexander,Order of the Twin Adder,Hrothgar,4202
False,Alexander,Order of the Twin Adder,Hyur,104416
False,Alexander,Order of the Twin Adder,Lalafell,52075
False,Alexander,Order of the Twin Adder,Miqo'te,86745
False,Alexander,Order of the Twin Adder,Roegadyn,18238
False,Alexander,Order of the Twin Adder,Viera,16203
False,Alexander,none,Au Ra,280871
False,Alexander,none,Elezen,169313
False,Alexander,none,Hrothgar,25798
False,Alexander,none,Hyur,641119
False,Alexander,none,Lalafell,319742
False,Alexander,none,Miqo'te,532619
False,Alexander,none,Roegadyn,111983
False,Alexander,none,Viera,99487
False,Anima,Immortal Flames,Au Ra,36765
False,Anima,Immortal Flames,Elezen,22162
False,Anima,Immortal Flames,Hrothgar,3377
False,Anima,Immortal Flames,Hyur,83919
False,Anima,Immortal Flames,Lalafell,41853
False,Anima,Immortal Flames,Miqo'te,69717
False,Anima,Immortal Flames,Roegadyn,14658
False,Anima,Immortal Flames,Viera,13022
False,Anima,Maelstrom,Au Ra,37743
False,Anima,Maelstrom,Elezen,22752
False,Anima,Maelstrom,Hrothgar,3467
False,Anima,Maelstrom,Hyur,86153
False,Anima,Maelstrom,Lalafell,42966
False,Anima,Maelstrom,Miqo'te,71573
False,Anima,Maelstrom,Roegadyn,15048
False,Anima,Maelstrom,Viera,13369
False,Anima,Order of the Twin Adder,Au Ra,44531
False,Anima,Order of the Twin Adder,Elezen,26844
False,Anima,Order of the Twin Adder,Hrothgar,4090
False,Anima,Order of the Twin Adder,Hyur,101647
False,Anima,Order of the Twin Adder,Lalafell,50694
False,Anima,Order of the Twin Adder,Miqo'te,84444
False,Anima,Order of the Twin Adder,Roegadyn,17754
False,Anima,Order of the Twin Adder,Viera,15773
False,Anima,none,Au Ra,273422
False,Anima,none,Elezen,164822
False,Anima,none,Hrothgar,25114
False,Anima,none,Hyur,624116
False,Anima,none,Lalafell,311262
False,Anima,none,Miqo'te,518494
False,Anima,none,Roegadyn,109013
False,Anima,none,Viera,96849
False,Asura,Immortal Flames,Au Ra,44120
False,Asura,Immortal Flames,Elezen,26596
False,Asura,Immortal Flames,Hrothgar,4052
False,Asura,Immortal Flames,Hyur,100709
False,Asura,Immortal Flames,Lalafell,50226
False,Asura,Immortal Flames,Miqo'te,83665
False,Asura,Immortal Flames,Roegadyn,17591
False,Asura,Immortal Flames,Viera,15628
False,Asura,Maelstrom,Au Ra,45294
False,Asura,Maelstrom,Elezen,27304
False,Asura,Maelstrom,Hrothgar,4160
False,Asura,Maelstrom,Hyur,103389
False,Asura,Maelstrom,Lalafell,51563
False,Asura,Maelstrom,Miqo'te,85892
False,Asura,Maelstrom,Roegadyn,18059
False,Asura,Maelstrom,Viera,16044
False,Asura,Order of the Twin Adder,Au Ra,53440
False,Asura,Order of the Twin Adder,Elezen,32214
False,Asura,Order of the Twin Adder,Hrothgar,4908
False,Asura,Order of the Twin Adder,Hyur,121983
False,Asura,Order of the Twin Adder,Lalafell,60836
False,Asura,Order of the Twin Adder,Miqo'te,101339
False,Asura,Order of the Twin Adder,Roegadyn,21307
False,Asura,Order of the Twin Adder,Viera,18929
False,Asura,none,Au Ra,328126
False,Asura,none,Elezen,197798
False,Asura,none,Hrothgar,30138
False,Asura,none,Hyur,748983
False,Asura,none,Lalafell,373536
False,Asura,none,Miqo'te,622228
False,Asura,none,Roegadyn,130824
False,Asura,none,Viera,116225
False,Atomos,Immortal Flames,Au Ra,50673
False,Atomos,Immortal Flames,Elezen,30546
False,Atomos,Immortal Flames,Hrothgar,4654
False,Atomos,Immortal Flames,Hyur,115667
False,Atomos,Immortal Flames,Lalafell,57686
False,Atomos,Immortal Flames,Miqo'te,96092
False,Atomos,Immortal Flames,Roegadyn,20203
False,Atomos,Immortal Flames,Viera,17949
False,Atomos,Maelstrom,Au Ra,52022
False,Atomos,Maelstrom,Elezen,31359
False,Atomos,Maelstrom,Hrothgar,4778
False,Atomos,Maelstrom,Hyur,118745
False,Atomos,Maelstrom,Lalafell,59221
False,Atomos,Maelstrom,Miqo'te,98649
False,Atomos,Maelstrom,Roegadyn,20741
False,Atomos,Maelstrom,Viera,18427
False,Atomos,Order of the Twin Adder,Au Ra,61377
False,Atomos,Order of the Twin Adder,Elezen,36999
False,Atomos,Order of the Twin Adder,Hrothgar,5638
False,Atomos,Order of the Twin Adder,Hyur,140101
False,Atomos,Order of the Twin Adder,Lalafell,69872
False,Atomos,Order of the Twin Adder,Miqo'te,116391
False,Atomos,Order of the Twin Adder,Roegadyn,24471
False,Atomos,Order of the Twin Adder,Viera,21740
False,Atomos,none,Au Ra,376861
False,Atomos,none,Elezen,227176
False,Atomos,none,Hrothgar,34615
False,Atomos,none,Hyur,860225
False,Atomos,none,Lalafell,429016
False,Atomos,none,Miqo'te,714645
False,Atomos,none,Roegadyn,150254
False,Atomos,none,Viera,133487
False,Bahamut,Immortal Flames,Au Ra,37218
False,Bahamut,Immortal Flames,Elezen,22435
False,Bahamut,Immortal Flames,Hrothgar,3418
False,Bahamut,Immortal Flames,Hyur,84954
False,Bahamut,Immortal Flames,Lalafell,42369
False,Bahamut,Immortal Flames,Miqo'te,70577
False,Bahamut,Immortal Flames,Roegadyn,14839
False,Bahamut,Immortal Flames,Viera,13183
False,Bahamut,Maelstrom,Au Ra,38209
False,Bahamut,Maelstrom,Elezen,23033
False,Bahamut,Maelstrom,Hrothgar,3509
False,Bahamut,Maelstrom,Hyur,87215
False,Bahamut,Maelstrom,Lalafell,43496
False,Bahamut,Maelstrom,Miqo'te,72455
False,Bahamut,Maelstrom,Roegadyn,15234
False,Bahamut,Maelstrom,Viera,13534
False,Bahamut,Order of the Twin Adder,Au Ra,45080
False,Bahamut,Order of the Twin Adder,Elezen,27175
False,Bahamut,Order of the Twin Adder,Hrothgar,4141
False,Bahamut,Order of the Twin Adder,Hyur,102900
False,Bahamut,Order of the Twin Adder,Lalafell,51319
False,Bahamut,Order of the Twin Adder,Miqo'te,85486
False,Bahamut,Order of the Twin Adder,Roegadyn,17973
False,Bahamut,Order of the Twin Adder,Viera,15968
False,Bahamut,none,Au Ra,276794
False,Bahamut,none,Elezen,166855
False,Bahamut,none,Hrothgar,25424
False,Bahamut,none,Hyur,631813
False,Bahamut,none,Lalafell,315101
False,Bahamut,none,Miqo'te,524888
False,Bahamut,none,Roegadyn,110358
False,Bahamut,none,Viera,98043
False,Belias,Immortal Flames,Au Ra,51406
False,Belias,Immortal Flames,Elezen,30988
False,Belias,Immortal Flames,Hrothgar,4722
False,Belias,Immortal Flames,Hyur,117339
False,Belias,Immortal Flames,Lalafell,58520
False,Belias,Immortal Flames,Miqo'te,97481
False,Belias,Immortal Flames,Roegadyn,20495
False,Belias,Immortal Flames,Viera,18208
False,Belias,Maelstrom,Au Ra,52774
False,Belias,Maelstrom,Elezen,31813
False,Belias,Maelstrom,Hrothgar,4847
False,Belias,Maelstrom,Hyur,120462
False,Belias,Maelstrom,Lalafell,60078
False,Belias,Maelstrom,Miqo'te,100076
False,Belias,Maelstrom,Roegadyn,21041
False,Belias,Maelstrom,Viera,18693
False,Belias,Order of the Twin Adder,Au Ra,62265
False,Belias,Order of the Twin Adder,Elezen,37534
False,Belias,Order of the Twin Adder,Hrothgar,5719
False,Belias,Order of the Twin Adder,Hyur,142127
False,Belias,Order of the Twin Adder,Lalafell,70882
False,Belias,Order of the Twin Adder,Miqo'te,118074
False,Belias,Order of the Twin Adder,Roegadyn,24825
False,Belias,Order of the Twin Adder,Viera,22055
False,Belias,none,Au Ra,382311
False,Belias,none,Elezen,230462
False,Belias,none,Hrothgar,35115
False,Belias,none,Hyur,872666
False,Belias,none,Lalafell,435220
False,Belias,none,Miqo'te,724980
False,Belias,none,Roegadyn,152427
False,Belias,none,Viera,135418
False,Carbuncle,Immortal Flames,Au Ra,43880
False,Carbuncle,Immortal Flames,Elezen,26452
False,Carbuncle,Immortal Flames,Hrothgar,4030
False,Carbuncle,Immortal Flames,Hyur,100162
False,Carbuncle,Immortal Flames,Lalafell,49953
False,Carbuncle,Immortal Flames,Miqo'te,83211
False,Carbuncle,Immortal Flames,Roegadyn,17495
False,Carbuncle,Immortal Flames,Viera,15543
False,Carbuncle,Maelstrom,Au Ra,45048
False,Carbuncle,Maelstrom,Elezen,27156
False,Carbuncle,Maelstrom,Hrothgar,4138
False,Carbuncle,Maelstrom,Hyur,102828
False,Carbuncle,Maelstrom,Lalafell,51283
False,Carbuncle,Maelstrom,Miqo'te,85426
False,Carbuncle,Maelstrom,Roegadyn,17961
False,Carbuncle,Maelstrom,Viera,15957
False,Carbuncle,Order of the Twin Adder,Au Ra,53150
False,Carbuncle,Order of the Twin Adder,Elezen,32039
False,Carbuncle,Order of the Twin Adder,Hrothgar,4882
False,Carbuncle,Order of the Twin Adder,Hyur,121321
False,Carbuncle,Order of the Twin Adder,Lalafell,60506
False,Carbuncle,Order of the Twin Adder,Miqo'te,100789
False,Carbuncle,Order of the Twin Adder,Roegadyn,21191
False,Carbuncle,Order of the Twin Adder,Viera,18826
False,Carbuncle,none,Au Ra,326344
False,Carbuncle,none,Elezen,196724
False,Carbuncle,none,Hrothgar,29975
False,Carbuncle,none,Hyur,744915
False,Carbuncle,none,Lalafell,371507
False,Carbuncle,none,Miqo'te,618849
False,Carbuncle,none,Roegadyn,130113
False,Carbuncle,none,Viera,115594
False,Chocobo,Immortal Flames,Au Ra,34762
False,Chocobo,Immortal Flames,Elezen,20955
False,Chocobo,Immortal Flames,Hrothgar,3193
False,Chocobo,Immortal Flames,Hyur,79348
False,Chocobo,Immortal Flames,Lalafell,39573
False,Chocobo,Immortal Flames,Miqo'te,65920
False,Chocobo,Immortal Flames,Roegadyn,13860
False,Chocobo,Immortal Flames,Viera,12313
False,Chocobo,Maelstrom,Au Ra,35687
False,Chocobo,Maelstrom,Elezen,21513
False,Chocobo,Maelstrom,Hrothgar,3278
False,Chocobo,Maelstrom,Hyur,81460
False,Chocobo,Maelstrom,Lalafell,40626
False,Chocobo,Maelstrom,Miqo'te,67674
False,Chocobo,Maelstrom,Roegadyn,14229
False,Chocobo,Maelstrom,Viera,12641
False,Chocobo,Order of the Twin Adder,Au Ra,42106
False,Chocobo,Order of the Twin Adder,Elezen,25382
False,Chocobo,Order of the Twin Adder,Hrothgar,3867
False,Chocobo,Order of the Twin Adder,Hyur,96110
False,Chocobo,Order of the Twin Adder,Lalafell,47933
False,Chocobo,Order of the Twin Adder,Miqo'te,79845
False,Chocobo,Order of the Twin Adder,Roegadyn,16787
False,Chocobo,Order of the Twin Adder,Viera,14914
False,Chocobo,none,Au Ra,258530
False,Chocobo,none,Elezen,155845
False,Chocobo,none,Hrothgar,23746
False,Chocobo,none,Hyur,590123
False,Chocobo,none,Lalafell,294309
False,Chocobo,none,Miqo'te,490254
False,Chocobo,none,Roegadyn,103076
False,Chocobo,none,Viera,91574
False,Durandal,Immortal Flames,Au Ra,41192
False,Durandal,Immortal Flames,Elezen,24831
False,Durandal,Immortal Flames,Hrothgar,3783
False,Durandal,Immortal Flames,Hyur,94026
False,Durandal,Immortal Flames,Lalafell,46893
False,Durandal,Immortal Flames,Miqo'te,78113
False,Durandal,Immortal Flames,Roegadyn,16423
False,Durandal,Immortal Flames,Viera,14591
False,Durandal,Maelstrom,Au Ra,42289
False,Durandal,Maelstrom,Elezen,25492
False,Durandal,Maelstrom,Hrothgar,3884
False,Durandal,Maelstrom,Hyur,96528
False,Durandal,Maelstrom,Lalafell,48141
False,Durandal,Maelstrom,Miqo'te,80192
False,Durandal,Maelstrom,Roegadyn,16860
False,Durandal,Maelstrom,Viera,14979
False,Durandal,Order of the Twin Adder,Au Ra,49894
False,Durandal,Order of the Twin Adder,Elezen,30077
False,Durandal,Order of the Twin Adder,Hrothgar,4583
False,Durandal,Order of the Twin Adder,Hyur,113888
False,Durandal,Order of the Twin Adder,Lalafell,56799
False,Durandal,Order of the Twin Adder,Miqo'te,94614
False,Durandal,Order of the Twin Adder,Roegadyn,19893
False,Durandal,Order of the Twin Adder,Viera,17673
False,Durandal,none,Au Ra,306351
False,Durandal,none,Elezen,184672
False,Durandal,none,Hrothgar,28138
False,Durandal,none,Hyur,699279
False,Durandal,none,Lalafell,348748
False,Durandal,none,Miqo'te,580937
False,Durandal,none,Roegadyn,122142
False,Durandal,none,Viera,108512
False,Fenrir,Immortal Flames,Au Ra,35057
False,Fenrir,Immortal Flames,Elezen,21133
False,Fenrir,Immortal Flames,Hrothgar,3220
False,Fenrir,Immortal Flames,Hyur,80022
False,Fenrir,Immortal Flames,Lalafell,39909
False,Fenrir,Immortal Flames,Miqo'te,66479
False,Fenrir,Immortal Flames,Roegadyn,13977
False,Fenrir,Immortal Flames,Viera,12418
False,Fenrir,Maelstrom,Au Ra,35990
False,Fenrir,Maelstrom,Elezen,21695
False,Fenrir,Maelstrom,Hrothgar,3306
False,Fenrir,Maelstrom,Hyur,82151
False,Fenrir,Maelstrom,Lalafell,40971
False,Fenrir,Maelstrom,Miqo'te,68248
False,Fenrir,Maelstrom,Roegadyn,14349
False,Fenrir,Maelstrom,Viera,12748
False,Fenrir,Order of the Twin Adder,Au Ra,42463
False,Fenrir,Order of the Twin Adder,Elezen,25597
False,Fenrir,Order of the Twin Adder,Hrothgar,3900
False,Fenrir,Order of the Twin Adder,Hyur,96926
False,Fenrir,Order of the Twin Adder,Lalafell,48339
False,Fenrir,Order of the Twin Adder,Miqo'te,80522
False,Fenrir,Order of the Twin Adder,Roegadyn,16930
False,Fenrir,Order of the Twin Adder,Viera,15041
False,Fenrir,none,Au Ra,260723
False,Fenrir,none,Elezen,157167
False,Fenrir,none,Hrothgar,23947
False,Fenrir,none,Hyur,595129
False,Fenrir,none,Lalafell,296805
False,Fenrir,none,Miqo'te,494412
False,Fenrir,none,Roegadyn,103950
False,Fenrir,none,Viera,92350
False,Garuda,Immortal Flames,Au Ra,42907
False,Garuda,Immortal Flames,Elezen,25865
False,Garuda,Immortal Flames,Hrothgar,3941
False,Garuda,Immortal Flames,Hyur,97941
False,Garuda,Immortal Flames,Lalafell,48846
False,Garuda,Immortal Flames,Miqo'te,81366
False,Garuda,Immortal Flames,Roegadyn,17107
False,Garuda,Immortal Flames,Viera,15198
False,Garuda,Maelstrom,Au Ra,44049
False,Garuda,Maelstrom,Elezen,26554
False,Garuda,Maelstrom,Hrothgar,4046
False,Garuda,Maelstrom,Hyur,100548
False,Garuda,Maelstrom,Lalafell,50146
False,Garuda,Maelstrom,Miqo'te,83531
False,Garuda,Maelstrom,Roegadyn,17563
False,Garuda,Maelstrom,Viera,15603
False,Garuda,Order of the Twin Adder,Au Ra,51971
False,Garuda,Order of the Twin Adder,Elezen,31329
False,Garuda,Order of the Twin Adder,Hrothgar,4774
False,Garuda,Order of the Twin Adder,Hyur,118630
False,Garuda,Order of the Twin Adder,Lalafell,59164
False,Garuda,Order of the Twin Adder,Miqo'te,98554
False,Garuda,Order of the Twin Adder,Roegadyn,20721
False,Garuda,Order of the Twin Adder,Viera,18409
False,Garuda,none,Au Ra,319108
False,Garuda,none,Elezen,192362
False,Garuda,none,Hrothgar,29310
False,Garuda,none,Hyur,728397
False,Garuda,none,Lalafell,363270
False,Garuda,none,Miqo'te,605127
False,Garuda,none,Roegadyn,127228
False,Garuda,none,Viera,113031
False,Gungnir,Immortal Flames,Au Ra,42169
False,Gungnir,Immortal Flames,Elezen,25420
False,Gungnir,Immortal Flames,Hrothgar,3873
False,Gungnir,Immortal Flames,Hyur,96255
False,Gungnir,Immortal Flames,Lalafell,48004
False,Gungnir,Immortal Flames,Miqo'te,79965
False,Gungnir,Immortal Flames,Roegadyn,16813
False,Gungnir,Immortal Flames,Viera,14937
False,Gungnir,Maelstrom,Au Ra,43291
False,Gungnir,Maelstrom,Elezen,26096
False,Gungnir,Maelstrom,Hrothgar,3976
False,Gungnir,Maelstrom,Hyur,98816
False,Gungnir,Maelstrom,Lalafell,49282
False,Gungnir,Maelstrom,Miqo'te,82093
False,Gungnir,Maelstrom,Roegadyn,17260
False,Gungnir,Maelstrom,Viera,15334
False,Gungnir,Order of the Twin Adder,Au Ra,51077
False,Gungnir,Order of the Twin Adder,Elezen,30790
False,Gungnir,Order of the Twin Adder,Hrothgar,4691
False,Gungnir,Order of the Twin Adder,Hyur,116588
False,Gungnir,Order of the Twin Adder,Lalafell,58145
False,Gungnir,Order of the Twin Adder,Miqo'te,96857
False,Gungnir,Order of the Twin Adder,Roegadyn,20364
False,Gungnir,Order of the Twin Adder,Viera,18092
False,Gungnir,none,Au Ra,313613
False,Gungnir,none,Elezen,189050
False,Gungnir,none,Hrothgar,28805
False,Gungnir,none,Hyur,715856
False,Gungnir,none,Lalafell,357015
False,Gungnir,none,Miqo'te,594707
False,Gungnir,none,Roegadyn,125037
False,Gungnir,none,Viera,111085
False,Hades,Immortal Flames,Au Ra,40512
False,Hades,Immortal Flames,Elezen,24421
False,Hades,Immortal Flames,Hrothgar,3721
False,Hades,Immortal Flames,Hyur,92473
False,Hades,Immortal Flames,Lalafell,46119
False,Hades,Immortal Flames,Miqo'te,76824
False,Hades,Immortal Flames,Roegadyn,16152
False,Hades,Immortal Flames,Viera,14350
False,Hades,Maelstrom,Au Ra,41590
False,Hades,Maelstrom,Elezen,25071
False,Hades,Maelstrom,Hrothgar,3820
False,Hades,Maelstrom,Hyur,94935
False,Hades,Maelstrom,Lalafell,47346
False,Hades,Maelstrom,Miqo'te,78868
False,Hades,Maelstrom,Roegadyn,16582
False,Hades,Maelstrom,Viera,14732
False,Hades,Order of the Twin Adder,Au Ra,49070
False,Hades,Order of the Twin Adder,Elezen,29580
False,Hades,Order of the Twin Adder,Hrothgar,4507
False,Hades,Order of the Twin Adder,Hyur,112008
False,Hades,Order of the Twin Adder,Lalafell,55861
False,Hades,Order of the Twin Adder,Miqo'te,93052
False,Hades,Order of the Twin Adder,Roegadyn,19564
False,Hades,Order of the Twin Adder,Viera,17381
False,Hades,none,Au Ra,301293
False,Hades,none,Elezen,181623
False,Hades,none,Hrothgar,27674
False,Hades,none,Hyur,687734
False,Hades,none,Lalafell,342990
False,Hades,none,Miqo'te,571345
False,Hades,none,Roegadyn,120125
False,Hades,none,Viera,106721
False,Ifrit,Immortal Flames,Au Ra,40934
False,Ifrit,Immortal Flames,Elezen,24676
False,Ifrit,Immortal Flames,Hrothgar,3760
False,Ifrit,Immortal Flames,Hyur,93437
False,Ifrit,Immortal Flames,Lalafell,46599
False,Ifrit,Immortal Flames,Miqo'te,77624
False,Ifrit,Immortal Flames,Roegadyn,16320
False,Ifrit,Immortal Flames,Viera,14499
False,Ifrit,Maelstrom,Au Ra,42024
False,Ifrit,Maelstrom,Elezen,25332
False,Ifrit,Maelstrom,Hrothgar,3860
False,Ifrit,Maelstrom,Hyur,95924
False,Ifrit,Maelstrom,Lalafell,47839
False,Ifrit,Maelstrom,Miqo'te,79690
False,Ifrit,Maelstrom,Roegadyn,16755
False,Ifrit,Maelstrom,Viera,14885
False,Ifrit,Order of the Twin Adder,Au Ra,49581
False,Ifrit,Order of the Twin Adder,Elezen,29888
False,Ifrit,Order of the Twin Adder,Hrothgar,4554
False,Ifrit,Order of the Twin Adder,Hyur,113175
False,Ifrit,Order of the Twin Adder,Lalafell,56443
False,Ifrit,Order of the Twin Adder,Miqo'te,94022
False,Ifrit,Order of the Twin Adder,Roegadyn,19768
False,Ifrit,Order of the Twin Adder,Viera,17562
False,Ifrit,none,Au Ra,304432
False,Ifrit,none,Elezen,183515
False,Ifrit,none,Hrothgar,27962
False,Ifrit,none,Hyur,694899
False,Ifrit,none,Lalafell,346563
False,Ifrit,none,Miqo'te,577297
False,Ifrit,none,Roegadyn,121377
False,Ifrit,none,Viera,107832
False,Ixion,Immortal Flames,Au Ra,37470
False,Ixion,Immortal Flames,Elezen,22587
False,Ixion,Immortal Flames,Hrothgar,3442
False,Ixion,Immortal Flames,Hyur,85528
False,Ixion,Immortal Flames,Lalafell,42655
False,Ixion,Immortal Flames,Miqo'te,71054
False,Ixion,Immortal Flames,Roegadyn,14939
False,Ixion,Immortal Flames,Viera,13272
False,Ixion,Maelstrom,Au Ra,38467
False,Ixion,Maelstrom,Elezen,23188
False,Ixion,Maelstrom,Hrothgar,3533
False,Ixion,Maelstrom,Hyur,87805
False,Ixion,Maelstrom,Lalafell,43790
False,Ixion,Maelstrom,Miqo'te,72945
False,Ixion,Maelstrom,Roegadyn,15337
False,Ixion,Maelstrom,Viera,13625
False,Ixion,Order of the Twin Adder,Au Ra,45385
False,Ixion,Order of the Twin Adder,Elezen,27359
False,Ixion,Order of the Twin Adder,Hrothgar,4169
False,Ixion,Order of the Twin Adder,Hyur,103596
False,Ixion,Order of the Twin Adder,Lalafell,51666
False,Ixion,Order of the Twin Adder,Miqo'te,86064
False,Ixion,Order of the Twin Adder,Roegadyn,18095
False,Ixion,Order of the Twin Adder,Viera,16076
False,Ixion,none,Au Ra,278665
False,Ixion,none,Elezen,167983
False,Ixion,none,Hrothgar,25595
False,Ixion,none,Hyur,636084
False,Ixion,none,Lalafell,317231
False,Ixion,none,Miqo'te,528436
False,Ixion,none,Roegadyn,111104
False,Ixion,none,Viera,98706
False,Kujata,Immortal Flames,Au Ra,61172
False,Kujata,Immortal Flames,Elezen,36875
False,Kujata,Immortal Flames,Hrothgar,5619
False,Kujata,Immortal Flames,Hyur,139632
False,Kujata,Immortal Flames,Lalafell,69638
False,Kujata,Immortal Flames,Miqo'te,116001
False,Kujata,Immortal Flames,Roegadyn,24389
False,Kujata,Immortal Flames,Viera,21668
False,Kujata,Maelstrom,Au Ra,62800
False,Kujata,Maelstrom,Elezen,37857
False,Kujata,Maelstrom,Hrothgar,5768
False,Kujata,Maelstrom,Hyur,143348
False,Kujata,Maelstrom,Lalafell,71491
False,Kujata,Maelstrom,Miqo'te,119089
False,Kujata,Maelstrom,Roegadyn,25038
False,Kujata,Maelstrom,Viera,22244
False,Kujata,Order of the Twin Adder,Au Ra,74094
False,Kujata,Order of the Twin Adder,Elezen,44665
